event_name,supplier_id,supplier_name,score,confidence_score,match_sentence,mentioned_org,mentioned_other_org,index_events,properties_other_mentioned_org,uuid_org
Layoff,44,Wells Fargo,60,74.15189225,"[' Wells Fargo & Co. has reportedly cut  over 700 positions in commercial banking', ' Wells Fargo  Cuts  More Than 700 Jobs']","['Wells Fargo', 'Wells Fargo Co']",[],493,,3e683191-c38b-5166-9ae3-8bfc3b975859
Layoff,30,IBM,40,86.16367582,"[' IBM  cuts  jobs across U.S. likely in the thousands ( NYSE IBM', "" IBM  cuts ' thousands' of jobs across the US NC included"", ' IBM to cut  jobs for first time under new CEO Arvind Krishna', ' IBM To Cut  Jobs But Still Pay Shareholders | Tech News', ' IBM  cuts  jobs around U.S. as new CEO looks for revival', 'Dow Jones Heads Lower as IBM  Cuts  Jobs Apple Stock Holds Its Ground on Podcast Plans', '• IBM is laying off  employees joining other tech companies that have been forced to reduce head count in the economic downturn', 'Today ’s IBM is much reduced from when it had an estimated 8,000 employees in Rochester in the 1990s', ' IBM ( IBM ) will cut an unspecified number of jobs the first workforce reduction under new CEO Arvind Krishna who took over from Ginni Rometty earlier this year', ' IBM to cut  jobs for first time under new CEO Arvind Krishna', ' IBM  cuts  jobs around U.S. as new CEO looks for revival IBM told the Wall Street Journal it is laying off an undisclosed number of workers across the U.S. IBM representatives didn’t return numerous calls and emails Friday to confirm the job cuts which were also reported by Bloomberg', 'International Business Machines IBM  cuts  jobs in 5 states including California New York | MarketScreener', ' IBM  cuts  jobs in 5 states including California New York', ' IBM  cuts  jobs around U.S. as new CEO looks for revival', ' IBM reportedly laying off "" thousands"" of employees amid strategic refocus towards cloud', "" IBM  lays off ' thousands' of employees as Covid - 19 hits business"", ' IBM and HPE reveal cuts to jobs and executive pay']","['HPE', 'NYSE', 'Dow Jones', 'IBM', 'Covid', 'the Wall Street Journal', 'Apple', 'Bloomberg International Business Machines']","['HPE', 'NYSE', 'Dow Jones', 'Covid', 'the Wall Street Journal', 'Apple', 'Bloomberg International Business Machines']",494,"HPE,NYSE,Dow Jones,Covid,the Wall Street Journal,Apple,Bloomberg International Business Machines",fc5fbe7a-562d-d577-b05e-46797caa134c
Bankruptcy,97,Neiman Marcus,50,94.37678131,"['These retailers furloughed workers slashed costs to preserve dwindling cash reserves and in the cases of Neiman Marcus J.Crew and JC Penney filed for  bankruptcy protection', 'On the retail and travel side big names like J.Crew Neiman Marcus Gold’s Gym and Virgin Australia have already gone  bankrupt', 'A number of national retailers including J.Crew Neiman Marcus and JCPenney have filed for  bankruptcy', 'High-end department store Neiman Marcus announced in May it filed for Chapter 11 bankruptcy', 'Crew J.C. Penney and Neiman Marcus — have filed for  bankruptcy', 'These retailers furloughed workers slashed costs to preserve dwindling cash reserves and in the cases of Neiman Marcus J.Crew and JC Penney filed for  bankruptcy protection', 'The US has 116,000 shopping malls many of which have anchor tenants such as Neiman Marcus or JC Penney which have both now filed for  bankruptcy', 'J.C. Penney Neiman Marcus and J.Crew have all filed for  bankruptcy protection this year', 'Crew Neiman Marcus and J.C. Penney are among the companies that filed for  bankruptcy protection while bankrupt sporting-good retailer Modell&aposs stopped liquidation sales and closed all its stores', 'Many retailers furloughed workers slashed costs to preserve dwindling cash reserves and in the cases of Neiman Marcus J.Crew and J.C. Penney filed for  bankruptcy protection', 'These retailers furloughed workers slashed costs to preserve dwindling cash reserves and in the cases of Neiman Marcus J.Crew and JC Penney filed for  bankruptcy protection', ""Crew Neiman Marcus and J.C. Penney are among the companies that filed for  bankruptcy protection while bankrupt sporting-good retailer Modell 's stopped liquidation sales and closed all its stores"", 'Days after furloughing many of its 14,000 employees Neiman Marcus officially announced its decision to file for  bankruptcy on May 7 according to NBC News', 'Crew Neiman Marcus J.C. Penney and others have filed for  bankruptcy', 'Crew Neiman Marcus and J.C. Penney are among the companies that filed for  bankruptcy protection while bankrupt sporting-good retailer Modell&aposs stopped liquidation sales and closed all its stores']","['Crew Neiman Marcus', 'JC Penney', 'JCPenney', 'Virgin Australia', 'Modellaposs', 'Neiman Marcus', 'Modell', 'JCrew Neiman Marcus', 'JCrew', 'NBC News', 'Neiman Marcus JCrew', 'JCrew Neiman Marcus Gold’s Gym', 'Crew JC Penney']","['JC Penney', 'JCPenney', 'Virgin Australia', 'Modellaposs', 'Modell', 'JCrew', 'NBC News', 'Crew JC Penney']",495,"JC Penney,JCPenney,Virgin Australia,Modellaposs,Modell,JCrew,NBC News,Crew JC Penney",47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,943,TeleTech,40,74.27553276,['Douglas County ’s TTEC to lay off  252 employees after client takes services in-house'],['TTEC'],['TTEC'],496,TTEC,468ef80e-5c3c-40e6-bc96-f14a0eca5413
Layoff,748,NEW RELIC,80,63.35324972,['• The transition has been rocky New Relic  laid off  160 workers last month and its growth is slowing'],['New Relic'],['New Relic'],497,New Relic,8e5825f9-25dd-1ed2-8171-41255fc8c0ea
Bankruptcy,97,Neiman Marcus,50,57.84013845,['While on one hand iconic retail companies like J.Crew Neiman Marcus etc began declaring  bankruptcy others found solutions and changed their business model to adapt to the new normal'],['JCrew Neiman Marcus'],[],498,,47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,44,Wells Fargo,80,50.93071504,['Within the past year Wells Fargo has let go of  thousands of employees'],['Wells Fargo'],[],499,,3e683191-c38b-5166-9ae3-8bfc3b975859
Layoff,560,General Motors,40,65.00716218,['WENTZVILLE — A contractor working at the General Motors Co. assembly plant here will lay off  146 employees according to a notice the company filed with the state this month'],['General Motors Co'],[],500,,5087a047-80c5-4aa3-dfdf-30dd8ac88b5e
Layoff,201,AT And T,40,57.12759657,[' AT&T has been rapidly laying off  employees the past few years despite promising to use a corporate tax cut to create jobs'],['ATT'],[],501,,5da6106f-0d27-0d37-e9d7-dcfeccc1f709
Bankruptcy,97,Neiman Marcus,50,93.85475956,['Bank among other brands) and Neiman Marcus all of which filed for bankruptcy in recent months'],"['Bank', 'Neiman Marcus']",['Bank'],502,Bank,47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,137,ACCENTURE-COMMERCIAL BANK,80,67.27693685,"['Published reports said that Accenture was cutting as many as 25,000 jobs around the world as it seeks to pare down its nearly half-a-million strong workforce']",['Accenture'],['Accenture'],503,Accenture,55c538c6-da99-201f-1b45-65c938cfd4dd
Layoff,370,Cognizant,40,74.13986146,"['A labor union in the Indian state of Karnataka is threatening to bring a lawsuit against Cognizant accusing the global IT consultant of laying off ‘ thousands of employees’ in the country', 'Also watch Cognizant  lays off  employees across multiple India locations (Video by The Times of India )']","['Cognizant', 'The Times of India']",['The Times of India'],504,The Times of India,86537fe4-b762-e63a-8969-2223e1185a2a
Layoff,222,Barclays - UK,80,75.46232216,"[' Barclays Plans to Cut Around 60 Jobs at Investment Bank', ' Barclays Plans to Cut Around 60 Jobs at Investment Bank']",['Barclays'],[],505,,d92a8307-9b33-2822-0df8-8f128d1b01be
Bankruptcy,1091,Lord & Taylor (Inactive - Use Hudsons Bay (US and CDN)),75,68.92291422,"[' Lord & Taylor  declared  bankruptcy and closed all its stores', 'Le Tote and Lord & Taylor impacted by the pandemic went  bankrupt in August 2020 and all the Lord & Taylor stores were liquidated by the end of February 2021', ' Lord & Taylor  declared  bankruptcy and closed all its stores', 'Le Tote and Lord & Taylor impacted by the pandemic went  bankrupt in August 2020 and all the Lord & Taylor stores were liquidated by the end of February 2021']","['Lord Taylor', 'Le Tote']","['Lord Taylor', 'Le Tote']",506,"Lord Taylor,Le Tote",abebf617-5d62-64f0-481c-803909366a00
Layoff,1139,Cox Auto,40,63.46399947,"[' Cox Automotive has cut  1,500 positions across Canada and the United States']",['Cox Automotive'],[],507,,806c6f1b-d2f6-2e30-929f-fd7c4148c0e8
Bankruptcy,195,Ascena Retail Group,50,68.17506589,['All three of those retailers among others were previous operated by Mahwah New Jersey -based Ascena Retail Group Inc. which filed for bankruptcy in July'],['Ascena Retail Group Inc'],[],508,,d6232010-dad0-e9dc-2262-b38d7a29d811
Layoff,44,Wells Fargo,40,73.3416536,['Bloomberg News reported that Wells Fargo has cut  700 jobs that could ultimately impact “ tens of thousands” of staff'],"['Wells Fargo', 'Bloomberg News']",['Bloomberg News'],509,Bloomberg News,3e683191-c38b-5166-9ae3-8bfc3b975859
Layoff,1153,"Open Table, Inc",40,77.66281786,"['Sister companies Kayak and OpenTable executed furloughs and layoffs in April impacting around 400 employees and Asia -based Agoda laid off about 1,500 staff in May', 'Booking com Extends Chairwoman Gillian Tans’ Contract to 2021 in Surprise Move Kayak OpenTable and Agoda have laid off  employees']","['Kayak', 'OpenTable', 'Agoda']","['Kayak', 'Agoda']",510,"Kayak,Agoda",38c9f599-0d24-502a-b189-3abe1eda4b69
Layoff,634,IPC,40,51.63697771,['Parsons who said the IPC had cut its own staff contingent at the games by more than 25% stressed the “No'],['IPC'],[],511,,4ddcc2ef-385e-b155-7ba5-dff9d5384121
Layoff,291,Canadian Imperial Bank of Commerce,40,65.99238445,"[' CIBC  Cuts Portfolio Managers Traders in 5% Staff Reduction', 'In February CIBC announced plans to cut  thousands of employees in a reorganization', ' CIBC announced this week that it is laying off 5 per cent of its workforce']",['CIBC'],['CIBC'],512,CIBC,e99cfc71-8c9d-e5e6-0593-cb82ed79df33
Layoff,44,Wells Fargo,40,72.89050097,[' Wells Fargo just eliminated more than 700 commercial-banking jobs pursuing a plan of workforce reductions that could eventually number in the tens of thousands people with knowledge of the matter said last week'],['Wells Fargo'],[],513,,3e683191-c38b-5166-9ae3-8bfc3b975859
Layoff,137,ACCENTURE-COMMERCIAL BANK,40,55.2585804,"['Consultancy company Accenture will cut up to 250 jobs at its Australian operations as part of an international restructure to cut 25,000 positions worldwide']",['Accenture'],['Accenture'],514,Accenture,55c538c6-da99-201f-1b45-65c938cfd4dd
Bankruptcy,447,DEUTSCHE BANK,50,63.01814701,"[' Deutsche Bank unit files petition seeking liquidation of developer Goldin', ' Deutsche Bank subsidiary files petition seeking liquidation of Hong Kong -listed developer Goldin Financial Holdings']","['Goldin Financial Holdings', 'Goldin', 'Deutsche Bank']","['Goldin Financial Holdings', 'Goldin', 'Deutsche Bank']",515,"Goldin Financial Holdings,Goldin,Deutsche Bank",e649d0c7-3f41-e2c0-03b7-867ab82fb8d2
Bankruptcy,814,"PricewaterhouseCoopers, LLP (PWC) - Preferred Supplier Pool (PSP)",50,63.23340469,[' PricewaterhouseCoopers says C&C Wood Products and Westside Logging Ltd. has filed for bankruptcy pursuant to section 49 of the Bankruptcy and Insolvency Act'],"['Westside Logging Ltd', 'CC Wood Products', 'PricewaterhouseCoopers']","['Westside Logging Ltd', 'CC Wood Products']",516,"Westside Logging Ltd,CC Wood Products",41869170-ba33-e03d-33d5-14825f397bd3
Bankruptcy,245,Bloomberg,50,82.1928081,['( Bloomberg ) -- Brooks Brothers Group Inc. filed for  bankruptcy felled by the pandemic’s impact on clothing sales and its own heavy debt load'],['Bloomberg Brooks Brothers Group Inc'],['Bloomberg Brooks Brothers Group Inc'],517,Bloomberg Brooks Brothers Group Inc,3eae151d-c4b2-9a66-45a7-0dd77cdc3ab1
Layoff,834,Rackspace,40,74.4104507,['Last month Rackspace said it was laying off 10 percent of its global workforce as it phases out of older business segments such as the Open Stack software program'],['Rackspace'],[],518,,545431fb-8c10-7fdd-e6be-2efd4048c558
Layoff,1422,Bank of America Home Loans Servicing,80,53.57935827,"["" Bank of America Corp plans to cut  3,500 jobs in the next few weeks as CEO Brian Moynihan tries to come to grips with the bank's $1 trillion pile of problem home mortgages""]",['Bank of America Corp'],[],519,,be0c82a0-c98c-26d4-bd3b-04c6b9e061bf
Bankruptcy,97,Neiman Marcus,50,67.52861482,['For example major stores like JC Penney Lord & Taylor and Neiman Marcus have filed for bankruptcy according to CNBC'],"['Lord Taylor', 'CNBC', 'Neiman Marcus', 'JC Penney']","['Lord Taylor', 'CNBC', 'JC Penney']",520,"Lord Taylor,CNBC,JC Penney",47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,387,Conduent Commercial LLC (COAF),40,62.81326137,"['I joined Xerox when we had laid off  15,000 people like the month before I joined the company']",['Xerox'],['Xerox'],521,Xerox,074f96e0-a606-794f-083f-1a9b466e3a2c
Layoff,834,Rackspace,40,91.53174959,[' Rackspace  laying off 10 percent of US workforce'],[],[],522,,545431fb-8c10-7fdd-e6be-2efd4048c558
Layoff,1783,Rackspace - BlueTarp,40,91.698203,"[' Rackspace Technology plans to lay off 10% of its workforce with 85% of these roles set to be replaced through its offshore service centres', 'Cloud service provider Rackspace has announced plans to cut ten per cent of its workforce in a significant restructure of the business', 'Multicloud solutions provider Rackspace Technology has announced plans to lay off 1 in 10 of its workers with 85% of these roles being replaced through offshore service centres']","['Rackspace Technology', 'Rackspace']",[],523,,545431fb-8c10-7fdd-e6be-2efd4048c558
Layoff,356,Citrix - UK,40,61.09617723,[' Citrix  laying off reassigning 160 workers in Fort Lauderdale'],['Citrix'],[],524,,50afa330-f315-89db-5b60-539973436d6d
Bankruptcy,187,APPLE PAY,50,68.57026772,[' Apple was hemorrhaging money and headed for bankruptcy'],['Apple'],['Apple'],525,Apple,fe495c07-5d24-47f3-8773-4c6e7007e2e0
Layoff,989,UBS,40,52.58639209,"[""- In their look-ahead document for 2022 JPMorgan 's banking analysts predict that UBS will cut  staff costs by 1% in the next few years (even though pay is rising)""]","['JPMorgan', 'UBS']",['JPMorgan'],526,JPMorgan,e1a29c26-a6c2-b208-6ee4-165cf83b1656
Layoff,1438,"Forrester Research, Inc.",80,51.88475622,"['As a result Forrester predicts that marketing agencies will have cut  50,000 positions by the end of 2021']",['Forrester'],[],527,,b658dbae-457e-50c8-3ef5-02c9ba8c20dd
