uuid,properties.name,properties.identifier.permalink,properties.identifier.image_id,properties.identifier.uuid,properties.identifier.entity_def_id,properties.identifier.value,properties.primary_job_title,properties.description,properties.primary_organization.permalink,properties.primary_organization.image_id,properties.primary_organization.uuid,properties.primary_organization.entity_def_id,properties.primary_organization.value,properties.gender
a0e9f913-89b4-440f-8d81-aca4c064b2a5,Arindam Banerrji,arindam-banerrji,xtkii6mkjgff3dgmbrtd,a0e9f913-89b4-440f-8d81-aca4c064b2a5,person,Arindam Banerrji,EVP and Managing Director,Arindam Banerrji is the EVP and managing director at Wells Fargo.,wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,male
62d7504c-792b-4f1a-9135-138695b7b0e4,Balaji Gopalakrishnan,balaji-gopalakrishnan,pxyvf1ztuqle0hawxzgv,62d7504c-792b-4f1a-9135-138695b7b0e4,person,Balaji Gopalakrishnan,"SVP, Head of Machine Learning",,wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,male
a531ed4e-e23b-4a1f-a8d0-44c6803cbc3a,Sharon Murphy,sharon-murphy,teus1kmvekmxdseedlef,a531ed4e-e23b-4a1f-a8d0-44c6803cbc3a,person,Sharon Murphy,"EVP, Team Member Infrastructure Services (TMIS)",Sharon Murphy is an executive vice president at Wells Fargo.,wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,female
e9fd4f73-c446-476d-a116-6e095f887689,Laura Fontana,laura-fontana,h0ucyj35qijaovilgtya,e9fd4f73-c446-476d-a116-6e095f887689,person,Laura Fontana,"Vice President, Product Strategy, Distributed Ledger Technology Program","Laura Fontana is currently a vice president and product strategist for Wells Fargo’s Innovation Technology team.  She is responsible for supporting the distributed ledger technology program, exploring promising commercial opportunities across Wells Fargo’s diversified businesses and with a variety of business partners and consortia in the larger financial services industry.",wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,female
98fc73c1-8628-42cd-bb99-50d31fc78214,Prahalad Thota,prahalad-thota,ujhkrld3gfxhlufhutvi,98fc73c1-8628-42cd-bb99-50d31fc78214,person,Prahalad Thota,"Senior Vice President, Head of Enterprise Analytics & Data Science",,wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,male
925f1cb8-e6f4-8bd8-d5f1-2612b4f807b7,Steven Macko,steven-macko,v1499105494/jgzuippqt9jjqqyvpy3k.png,925f1cb8-e6f4-8bd8-d5f1-2612b4f807b7,person,Steven Macko,"Executive Vice President and Head of Technology, Media & Telecom","Steven Macko leads the Industries Group at Wells Fargo Capital Finance, which includes Technology Finance, Specialty Finance, Lender Finance, and Flatiron Capital. Macko joined Wells Fargo Capital Finance in 1998 and established its San Francisco office in 1999.

Prior to joining Capital Finance, Macko spent several years at Ernst & Young, PWC, and Strome Investment Management, an alternative investment strategy hedge fund.

He holds a bachelor’s degree in business economics from the University of California, Santa Barbara.",wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,male
47af5af5-98c2-47f0-bee8-4b40e3678af4,Michelle Ziolkowski,michelle-ziolkowisk,qtn0d9glcl3jsfyr1zmo,47af5af5-98c2-47f0-bee8-4b40e3678af4,person,Michelle Ziolkowski,"SVP, Head of Global Payables","Michelle Ziolkowski is a Senior Vice President in the Treasury Management Product Management Group for Wells Fargo. As such, she is the Head of Payables, which includes domestic and international wires and ACH, check disbursements, Payment Manager and pre-paid card. She is also managing the Faster Payments initiatives at the bank. Previously, she was the ACH Group Product Manager and also managed the Electronic Commerce Services Emerging Products team focused on AP and AR automation.

Michelle joined the Wells Fargo team from American Express, where she was a Senior Client Partner focused on Payables Automation. Michelle was responsible for managing existing client accounts as well as on-going support activities for sales and reseller organizations.

Prior to American Express, Michelle was a Manager in the Enterprise Resource Planning Division of Deloitte Consulting for 5 years. She was responsible for financial system implementations and software integration. She also focused on the use of technology to improve service, product delivery, and business reporting capabilities.

Michelle holds a degree in Economics from John Carroll University and an MBA in Finance from the Katz Graduate School of Business at the University of Pittsburgh. Michelle is a Certified Treasury Professional. She is a member of the NACHA Production Innovation Standing Rules Group as well as the NACHA Communications and Marketing Advisory Committee.",wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,female
637bf95a-0023-cd20-de01-3c38583a3c0b,Puon Penn,puon-penn,v1505990073/uyrjv4bsyuv1asv8wyhk.jpg,637bf95a-0023-cd20-de01-3c38583a3c0b,person,Puon Penn,EVP/Head of Technology Investments for Wells Fargo Strategic Capital,"Puon Penn is Executive Vice President/Head of Technology Capital which provides expertise, financial services, and resources to help innovative companies focus on advancing new technologies and business models to solve some of the most complex problems facing humanity including global population growth, climate change and environmental impacts, and the ongoing fight against diseases. Puon started Wells Fargo’s Global CleanTech Group in 2009 to provide expertise, financial services, and resources to help companies focused on decreasing the use of fossil fuels, fertilizers, industrial chemicals, and other activities that cause greenhouse gas emissions or other harmful environmental effects. Wells Fargo financed over $70 billion for green business, renewable energy projects, green buildings, and clean energy customers from 2005 to 2012.",wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,male
3681f56a-b46e-2fa4-6c9f-4d5d5901c300,Angel Nguyen,angel-nguyen,v1492580685/ztueyvpukcpj1lozfxm3.jpg,3681f56a-b46e-2fa4-6c9f-4d5d5901c300,person,Angel Nguyen,Head of Conduct Management,,wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,female
719d4df4-3e22-410a-868c-e1e90e13fc3c,Robert Noon,robert-noon,opeku9i5cs1rdm6clfd8,719d4df4-3e22-410a-868c-e1e90e13fc3c,person,Robert Noon,Head of Treasury Management Client Services,Robert Noon serves as head of treasury management client services at Wells Fargo.,wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,male
85e45be1-4478-921c-4935-9cea5d918629,John Stumpf,john-g-stumpf,v1461899474/xo8uruon7w3vr6zcqllq.png,85e45be1-4478-921c-4935-9cea5d918629,person,John Stumpf,Chairman of the Board of Directors,"John Stumpf became chairman for Wells Fargo & Company in January 2010. He was named chief executive officer in June 2007, elected to Wells Fargo’s Board of Directors in June 2006, and served as president from August 2005 to November 2015.

A 34-year veteran of the company, he joined the former Norwest Corporation (predecessor of Wells Fargo) in 1982 in the loan administration department and then became senior vice president and chief credit officer for Norwest Bank, N.A., Minneapolis. He held a number of management positions at Norwest Bank Minneapolis and Norwest Bank Minnesota before assuming responsibility for Norwest Bank Arizona in 1989. He was named regional president for Norwest Banks in Colorado/Arizona in 1991. From 1994 to 1998, he was regional president for Norwest Bank Texas. During his four years in that position, he led Norwest’s acquisition of 30 Texas banks with total assets of more than $13 billion.

In 1998, with the merger of Norwest Corporation and Wells Fargo & Company, he became head of the Southwestern Banking Group (Arizona, New Mexico and Texas). Two years later he became head of the new Western Banking Group (Arizona, Colorado, Idaho, Nevada, New Mexico, Oregon, Texas, Utah, Washington and Wyoming). In 2000, he led the integration of Wells Fargo’s acquisition of the $23 billion First Security Corporation, based in Salt Lake City. In May 2002, he was named Group EVP of Community Banking. In December 2008, he led one of the largest mergers in history with the purchase of Wachovia.

He serves on the board of directors for The Clearing House, the Financial Services Roundtable, Target Corporation and Chevron Corporation. He also serves on the Federal Advisory Council of the Federal Reserve Board as the appointed representative of the Federal Reserve Bank of San Francisco.

A Minnesota native, he earned his bachelor’s degree in finance from St. Cloud State University, St. Cloud, Minnesota and his MBA with an emphasis in finance from the University of Minnesota.",wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,male
c4880730-ccdf-4fef-952e-0936bb6d157e,Agus Sudjianto,agus-sudjianto,fsh6rdkrva7rqc433erg,c4880730-ccdf-4fef-952e-0936bb6d157e,person,Agus Sudjianto,"Executive Vice President, Head of Corporate Model Risk","Agus Sudjianto is an executive vice president and head of Corporate Model Risk for Wells Fargo, where he is responsible for enterprise model risk management. His technical expertise and interests include quantitative risk, particularly credit risk modeling, machine learning and computational statistics.",wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,male
e670e1c1-0929-401b-b941-b833edb3c1dd,Tanweer Surve,tanweer-surve,kfrrfnejv38dctqelluy,e670e1c1-0929-401b-b941-b833edb3c1dd,person,Tanweer Surve,Control Senior Officer - Technology CTO (Cloud),,wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,male
515e56ba-21fe-3f51-fb99-2494f164e876,Kimarie Matthews,kimarie-matthews,v1489141800/qrsx2scrpzkxy1hr09dj.png,515e56ba-21fe-3f51-fb99-2494f164e876,person,Kimarie Matthews,"Senior Vice President, Wells Fargo Virtual Channels Social Care & Capabilities","As the senior vice president, social for Wells Fargo’s digital channels group, Kimarie Matthews is responsible for leveraging social technologies to extend Wells Fargo’s ability to support customers, including servicing customers in social channels, building customer community and testing concepts to bring bankers and customers together in social environments. Her programs deliver business benefits that include increased customer satisfaction and brand sentiment and increased website traffic through organic search results.",wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,female
eec5e793-2538-bc53-5f6d-954ae67a78ad,Michael Cleary,michael-cleary-4,v1468640095/onfvuaiyqjkfjvs0fcyx.png,eec5e793-2538-bc53-5f6d-954ae67a78ad,person,Michael Cleary,Head of Sales Practices Oversight and Management,,wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,male
35a39970-031d-425d-059a-3ca520709153,Arvind Radhakrishnen,arvind-radhakrishnen,v1439620178/dwmknf5e3vskz9omxqgs.jpg,35a39970-031d-425d-059a-3ca520709153,person,Arvind Radhakrishnen,SVP of Strategy and Transformation,Arvind Radhakrishnen is the SVP of Strategy and Transformation at Wells Fargo.,wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,male
4326e2cb-ae9b-41fe-bd0d-343117606e56,Richard Liu,richard-liu-6e56,hvbtk62ldvcrgd7ptuoh,4326e2cb-ae9b-41fe-bd0d-343117606e56,person,Richard Liu,Vice President,"Richard Liu, vice president in Well Fargo Bank, currently leads big data and advanced high performance computation (Hadoop, Spark for data flow, Aster analytics platform, AI architecture, deep learning libraries) for 3 years and focusing on enterprise modeling. Richard had hands on experiences with previous positions in analytics and management roles in treasury, enterprise risk management and marketing at Bank of America for 9 years. In addition to the working experience, he also holds several intellectual property patens on modeling and optimization in US. Richard received his Master's degree from Northwestern University and industrial engineering and electronic engineering with Bachler degree from NTU.",wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,male
a03f4c20-6fd7-471d-baf2-2cd3f85b140a,Brian Pearce,brian-pearce,whztxqeyb7kgrwvnapof,a03f4c20-6fd7-471d-baf2-2cd3f85b140a,person,Brian Pearce,"Senior Vice President, Enterprise Artificial Intelligence","Brian Pearce is senior vice president of enterprise artificial intelligence at Wells Fargo. During his time at Wells Fargo, he and his teams have led large, multichannel efforts such as mobile remote deposit, Apple Pay, P2P payments, transfers, bill pay, and the launch of an online brokerage platform, and he previously served as the head of the mobile banking function.",wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,male
5d8cc338-0ce6-b25b-d46c-530f8afc1db5,Erik Stuart,erik-stuart,v1408687024/tktxok0eniumvxrlwhi3.jpg,5d8cc338-0ce6-b25b-d46c-530f8afc1db5,person,Erik Stuart,Head of Strategic Planning,Erik Stuart is the head of strategic planning at Wells Fargo,wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,male
3ca5d4d1-da48-4b9d-b7d3-fd1f073847d7,Ben Soccorsy,ben-soccorsy,xqcowxwiuggp15ug8s6d,3ca5d4d1-da48-4b9d-b7d3-fd1f073847d7,person,Ben Soccorsy,"SVP, Head of Digital Payments","Ben Soccorsy is Head of Digital Payments in Wells Fargo Virtual Channels. Ben is responsible for consumer and small business payments products including Digital Wallets, Control Tower, and Zelle, among others. Ben also leads the Secure Data Exchange (SDE) API program. Prior to his current role, Ben led Strategy and Partner Management for the Digital Product Management team.

Before joining Digital, Ben managed Consumer Lending products at Wells Fargo, including the relaunch of the unsecured personal loan product.

Prior to his 12 years at Wells Fargo, Ben worked at Blue Shield of California in Performance Management, as a Management Consultant at Deloitte Consulting focusing on financial services/health care and in retirement benefits consulting.

Ben began his career as a Senate Staffer on Capitol Hill. He received a BA in Economics from Northwestern University and a MBA from Berkeley’s Haas School of Business.",wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,male
550fa8eb-9b67-80fe-13db-15b348f2cf83,Corey Rudzinski,corey-rudzinski,v1487737505/qwr2uryxaeyv0yivyaaw.png,550fa8eb-9b67-80fe-13db-15b348f2cf83,person,Corey Rudzinski,SVP - Chief Operating Officer for the Enterprise Framework Office,,wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,male
944318b8-3d70-3a59-9574-79417fe965e3,Geanie Asante,geanie-asante,v1493298832/fiqc99tekwgvgamuntdj.png,944318b8-3d70-3a59-9574-79417fe965e3,person,Geanie Asante,"Vice President, Value Stream Delivery Manager",,wells-fargo-bank,alitwmzrp4zws5iqyp4d,3e683191-c38b-5166-9ae3-8bfc3b975859,organization,Wells Fargo,female
